stateabb,sedaadmin,sedaadminname,subject,ys_mn19_ol,ys_mn19_ol_se,ys_mn19_eb,ys_mn19_eb_se,ys_mn22_ol,ys_mn22_ol_se,ys_mn22_eb,ys_mn22_eb_se,ys_chg_ol,ys_chg_ol_se,ys_chg_eb,ys_chg_eb_se,tot_asmt19,tot_asmt22,cell19,cell22,avg_asmt19,avg_asmt22
MA,2505790,HANOVER,rla,0.528,0.05660469,0.551,0.0459,0.525,0.05915235,0.497,0.0491,-0.00305,0.08187487,-0.054,0.0493,1197,1189,6,6,199.5,198.2
MA,2505970,HAVERHILL,mth,-0.0674,0.05759532,-0.0695,0.0489,-0.353,0.05805719,-0.341,0.0511,-0.286,0.08178046,-0.272,0.0583,4028,3832,6,6,671.3,638.7
MA,2505970,HAVERHILL,rla,-0.0374,0.05182166,-0.0453,0.0426,-0.226,0.0531066,-0.207,0.045,-0.189,0.07420968,-0.162,0.0474,4034,3855,6,6,672.3,642.5
MA,2506090,HINGHAM,mth,0.885,0.05917918,0.866,0.0499,0.73,0.06033929,0.728,0.0527,-0.155,0.08450647,-0.137,0.0592,1991,1738,6,6,331.8,289.7
MA,2506090,HINGHAM,rla,1.08,0.05453828,1.07,0.0445,1.03,0.05703962,1.02,0.0476,-0.0527,0.07893143,-0.041,0.0486,1989,1741,6,6,331.5,290.2
MA,2506150,HOLBROOK,mth,0.127,0.06754989,0.137,0.0555,-0.067,0.06783147,-0.0719,0.0582,-0.194,0.0957486,-0.209,0.0628,605,639,6,6,100.8,106.5
MA,2506150,HOLBROOK,rla,0.167,0.06260767,0.205,0.0498,0.159,0.06559231,0.124,0.0535,-0.00805,0.09069926,-0.0815,0.0511,604,636,6,6,100.7,106.0
MA,2506240,HOLLISTON,mth,0.539,0.06176092,0.582,0.0518,0.484,0.06259897,0.442,0.0544,-0.0551,0.0879577,-0.14,0.0606,1351,1291,6,6,225.2,215.2
MA,2506240,HOLLISTON,rla,0.486,0.05531738,0.526,0.045,0.532,0.05767951,0.49,0.0481,0.0452,0.07992724,-0.0362,0.0489,1355,1291,6,6,225.8,215.2
MA,2506270,HOLYOKE,mth,-0.792,0.05997816,-0.767,0.0506,-1.09,0.06226679,-1.08,0.054,-0.295,0.08645666,-0.313,0.06,2143,2177,6,6,357.2,362.8
MA,2506270,HOLYOKE,rla,-0.58,0.05475219,-0.575,0.0446,-0.805,0.05673962,-0.782,0.0475,-0.225,0.07888466,-0.207,0.0486,2137,2179,6,6,356.2,363.2
MA,2506330,HOPKINTON,mth,1.09,0.06144436,1.1,0.0515,1.03,0.06206555,0.996,0.0539,-0.0601,0.08735134,-0.109,0.0602,1672,1883,6,6,278.7,313.8
MA,2506330,HOPKINTON,rla,0.94,0.05503479,0.973,0.0448,1.04,0.05683946,0.986,0.0476,0.0994,0.07912101,0.013,0.0487,1675,1883,6,6,279.2,313.8
MA,2506390,HUDSON,mth,0.201,0.06300097,0.168,0.0524,-0.135,0.06196143,-0.104,0.0541,-0.336,0.08837175,-0.271,0.0606,1225,1114,6,6,204.2,185.7
MA,2506390,HUDSON,rla,0.293,0.05834212,0.263,0.0468,0.0844,0.05915674,0.115,0.0493,-0.209,0.08310521,-0.147,0.0495,1229,1119,6,6,204.8,186.5
MA,2506480,IPSWICH,rla,0.744,0.06287218,0.706,0.0498,0.582,0.06469071,0.607,0.053,-0.162,0.09022327,-0.0998,0.051,780,724,6,6,130.0,120.7
MA,2506480,IPSWICH,mth,0.594,0.06544018,0.578,0.0541,0.362,0.06595822,0.37,0.0569,-0.231,0.09290835,-0.208,0.062,780,726,6,6,130.0,121.0
MA,2506720,LEICESTER,mth,0.0757,0.06519341,0.0887,0.0542,-0.148,0.06857132,-0.15,0.0585,-0.224,0.09461685,-0.239,0.0626,685,625,6,6,114.2,104.2
MA,2506720,LEICESTER,rla,0.0726,0.06162332,0.105,0.0493,0.0255,0.06583705,0.00374,0.0534,-0.0471,0.09015139,-0.102,0.051,689,630,6,6,114.8,105.0
MA,2506780,LEOMINSTER,mth,0.208,0.05864775,0.187,0.0496,-0.0819,0.05932003,-0.0618,0.052,-0.29,0.08341267,-0.249,0.0589,2765,2663,6,6,460.8,443.8
MA,2506780,LEOMINSTER,rla,0.0711,0.05248387,0.0979,0.0431,0.0237,0.05431743,0.00278,0.0458,-0.0474,0.07553705,-0.0951,0.0478,2760,2659,6,6,460.0,443.2
MA,2506840,LEXINGTON,mth,1.3,0.05965856,1.3,0.0503,1.19,0.06055354,1.17,0.0529,-0.114,0.0850024,-0.122,0.0595,3499,3288,6,6,583.2,548.0
MA,2506840,LEXINGTON,rla,1.03,0.05301508,1.04,0.0434,1.05,0.05442354,1.02,0.0459,0.0202,0.07599726,-0.0132,0.0479,3494,3293,6,6,582.3,548.8
MA,2506900,LINCOLN,mth,0.517,0.06728331,0.543,0.0557,0.431,0.07121287,0.397,0.0603,-0.086,0.09799261,-0.146,0.0636,692,632,6,6,115.3,105.3
MA,2506900,LINCOLN,rla,0.537,0.06143934,0.59,0.0494,0.633,0.06744936,0.566,0.0543,0.0965,0.09126135,-0.0243,0.0512,694,623,6,6,115.7,103.8
MA,2506960,LITTLETON,mth,0.604,0.06590038,0.579,0.0544,0.332,0.06547493,0.349,0.0566,-0.273,0.09291003,-0.23,0.0621,761,778,6,6,126.8,129.7
MA,2506960,LITTLETON,rla,0.612,0.0594924,0.618,0.0478,0.569,0.0625139,0.553,0.0513,-0.0433,0.08631658,-0.0655,0.0502,764,776,6,6,127.3,129.3
MA,2506990,LONGMEADOW,mth,0.744,0.06233565,0.731,0.052,0.541,0.06226545,0.542,0.0542,-0.203,0.08811339,-0.189,0.0605,1266,1270,6,6,211.0,211.7
MA,2506990,LONGMEADOW,rla,0.743,0.0575068,0.729,0.0462,0.652,0.05799504,0.654,0.0485,-0.091,0.08169067,-0.0755,0.0492,1264,1274,6,6,210.7,212.3
MA,2507020,LOWELL,rla,-0.0546,0.05094654,-0.0688,0.0421,-0.267,0.05229935,-0.243,0.0444,-0.212,0.07302063,-0.174,0.0471,6970,6623,6,6,1161.7,1103.8
MA,2507020,LOWELL,mth,-0.0397,0.05645913,-0.0431,0.0481,-0.306,0.05697002,-0.296,0.0502,-0.266,0.08021028,-0.253,0.0577,6978,6626,6,6,1163.0,1104.3
MA,2507050,LUDLOW,mth,0.15,0.06276317,0.15,0.0524,-0.0928,0.06327911,-0.0869,0.0549,-0.243,0.0891359,-0.237,0.0609,1134,999,6,6,189.0,166.5
MA,2507050,LUDLOW,rla,0.0464,0.05577626,0.0474,0.0453,-0.0904,0.05796235,-0.0873,0.0483,-0.137,0.08039026,-0.135,0.049,1134,1000,6,6,189.0,166.7
MA,2507080,LUNENBURG,mth,0.358,0.06442491,0.356,0.0534,0.0985,0.06517596,0.107,0.0563,-0.259,0.09163035,-0.25,0.0617,770,759,6,6,128.3,126.5
MA,2507080,LUNENBURG,rla,0.174,0.05815184,0.228,0.0469,0.213,0.06144415,0.167,0.0506,0.0388,0.08461464,-0.0605,0.0499,771,759,6,6,128.5,126.5
MA,2507110,LYNN,mth,-0.0349,0.05632369,-0.0939,0.048,-0.549,0.05693364,-0.484,0.0502,-0.514,0.08008502,-0.39,0.0577,7030,6755,6,6,1171.7,1125.8
MA,2507110,LYNN,rla,-0.0502,0.05074918,-0.0986,0.0419,-0.39,0.05205054,-0.329,0.0442,-0.34,0.07270331,-0.231,0.047,7032,6757,6,6,1172.0,1126.2
MA,2507140,LYNNFIELD,mth,0.907,0.06247344,0.867,0.0522,0.648,0.06311618,0.668,0.0548,-0.259,0.0888206,-0.199,0.0608,1028,1055,6,6,171.3,175.8
MA,2507140,LYNNFIELD,rla,0.872,0.0573258,0.817,0.0463,0.664,0.05925375,0.704,0.0492,-0.208,0.08245881,-0.113,0.0494,1030,1054,6,6,171.7,175.7
MA,2507170,MALDEN,mth,0.0901,0.06499791,0.0907,0.0528,-0.178,0.05962415,-0.168,0.0527,-0.268,0.0880461,-0.259,0.06,2354,2694,5,6,470.8,449.0
MA,2507170,MALDEN,rla,0.291,0.0713114,0.25,0.0508,0.0459,0.05514689,0.0856,0.048,-0.245,0.08942252,-0.164,0.05,1884,2697,4,6,471.0,449.5
MA,2507230,MANSFIELD,mth,0.494,0.06014719,0.529,0.0506,0.466,0.06125158,0.426,0.0534,-0.0289,0.08584227,-0.103,0.0598,1694,1533,6,6,282.3,255.5
MA,2507230,MANSFIELD,rla,0.412,0.05435571,0.444,0.0443,0.427,0.05635504,0.393,0.0472,0.0156,0.07831688,-0.0511,0.0485,1695,1530,6,6,282.5,255.0
MA,2507260,MARBLEHEAD,rla,0.558,0.05537226,0.577,0.0451,0.543,0.05854634,0.52,0.0486,-0.0153,0.08060792,-0.0567,0.049,1310,1144,6,6,218.3,190.7
MA,2507260,MARBLEHEAD,mth,0.607,0.06144257,0.587,0.0515,0.318,0.062187,0.334,0.0541,-0.289,0.0874299,-0.254,0.0603,1307,1149,6,6,217.8,191.5
MA,2507350,MARSHFIELD,mth,0.767,0.05946361,0.713,0.0501,0.437,0.05992745,0.474,0.0525,-0.33,0.08441958,-0.239,0.0592,1792,1633,6,6,298.7,272.2
MA,2507350,MARSHFIELD,rla,0.841,0.0550407,0.775,0.0447,0.591,0.0563622,0.64,0.0473,-0.25,0.078771,-0.135,0.0486,1792,1640,6,6,298.7,273.3
MA,2507440,MASHPEE,mth,0.286,0.06625758,0.247,0.0545,-0.0658,0.06582676,-0.0294,0.0569,-0.352,0.09335476,-0.276,0.0622,744,643,6,6,124.0,107.2
MA,2507440,MASHPEE,rla,0.23,0.06018025,0.223,0.0482,0.0775,0.06344296,0.0945,0.0519,-0.152,0.08735549,-0.129,0.0505,747,646,6,6,124.5,107.7
MA,2507500,MAYNARD,mth,0.206,0.06905551,0.218,0.0567,-0.0256,0.07020253,-0.0291,0.0598,-0.232,0.09848542,-0.247,0.0637,579,549,6,6,96.5,91.5
MA,2507500,MAYNARD,rla,0.131,0.06106275,0.179,0.0492,0.149,0.06706868,0.104,0.054,0.0182,0.0907271,-0.0754,0.0511,579,547,6,6,96.5,91.2
MA,2507530,MEDFIELD,mth,0.797,0.06212082,0.812,0.0519,0.738,0.06287478,0.708,0.0546,-0.0588,0.08837713,-0.104,0.0606,1174,1153,6,6,195.7,192.2
MA,2507530,MEDFIELD,rla,0.752,0.05565214,0.779,0.0453,0.801,0.05860818,0.759,0.0486,0.0496,0.08081883,-0.0193,0.0491,1174,1151,6,6,195.7,191.8
MA,2507560,MEDFORD,mth,0.113,0.06607253,0.132,0.0541,-0.0556,0.06105043,-0.0663,0.0537,-0.168,0.0899964,-0.199,0.0611,1554,1730,5,6,310.8,288.3
MA,2507560,MEDFORD,rla,0.233,0.06014765,0.239,0.0474,0.129,0.05691164,0.128,0.0481,-0.104,0.08288099,-0.111,0.0494,1556,1735,5,6,311.2,289.2
MA,2507590,MEDWAY,mth,0.58,0.06285778,0.581,0.0525,0.446,0.06379264,0.433,0.0553,-0.134,0.0895636,-0.149,0.0611,1020,977,6,6,170.0,162.8
MA,2507590,MEDWAY,rla,0.619,0.05889787,0.613,0.0472,0.545,0.06017053,0.536,0.0499,-0.0742,0.0841805,-0.0768,0.0498,1019,977,6,6,169.8,162.8
MA,2507620,MELROSE,rla,0.821,0.05590481,0.78,0.0452,0.654,0.05655528,0.678,0.0475,-0.167,0.07955705,-0.102,0.0487,1643,1757,6,6,273.8,292.8
MA,2507620,MELROSE,mth,0.648,0.06077715,0.633,0.051,0.479,0.06086138,0.478,0.0532,-0.169,0.08602025,-0.155,0.0599,1643,1757,6,6,273.8,292.8
MA,2507680,MENDON-UPTON,mth,0.309,0.06297289,0.31,0.0523,0.135,0.06184878,0.13,0.054,-0.173,0.08825644,-0.179,0.0605,1107,984,6,6,184.5,164.0
MA,2507680,MENDON-UPTON,rla,0.378,0.05731923,0.377,0.0462,0.273,0.0587164,0.274,0.0489,-0.105,0.08205406,-0.102,0.0493,1108,985,6,6,184.7,164.2
MA,2507740,METHUEN,mth,0.0988,0.05797377,0.0838,0.0491,-0.227,0.05844126,-0.205,0.0514,-0.326,0.08231826,-0.289,0.0585,3293,3068,6,6,548.8,511.3
MA,2507740,METHUEN,rla,0.116,0.05235793,0.103,0.043,-0.0707,0.05410235,-0.0497,0.0456,-0.187,0.07529196,-0.152,0.0477,3291,3065,6,6,548.5,510.8
MA,2507770,MIDDLEBOROUGH,mth,0.274,0.06097097,0.278,0.0511,0.0983,0.06129497,0.0924,0.0535,-0.176,0.08645063,-0.186,0.0599,1461,1413,6,6,243.5,235.5
MA,2507770,MIDDLEBOROUGH,rla,0.208,0.05569567,0.205,0.0451,0.072,0.05671669,0.08,0.0476,-0.136,0.0795117,-0.125,0.0487,1465,1408,6,6,244.2,234.7
MA,2507890,MILLBURY,mth,0.0802,0.0642121,0.141,0.0534,0.0793,0.06600858,0.024,0.0569,-0.000925,0.09204944,-0.117,0.0619,846,718,6,6,141.0,119.7
MA,2507890,MILLBURY,rla,0.131,0.05837006,0.193,0.0471,0.207,0.0619206,0.143,0.0509,0.0754,0.08507378,-0.0495,0.05,842,719,6,6,140.3,119.8
MA,2507980,MILTON,mth,0.712,0.05918164,0.687,0.05,0.492,0.06004582,0.503,0.0525,-0.221,0.08431328,-0.184,0.0592,2005,2085,6,6,334.2,347.5
MA,2507980,MILTON,rla,0.72,0.05413308,0.683,0.0441,0.549,0.05490161,0.573,0.0463,-0.171,0.0771195,-0.11,0.0482,2006,2085,6,6,334.3,347.5
MA,2508250,NANTUCKET,mth,-0.0207,0.06548012,0.00396,0.0541,-0.193,0.06443384,-0.206,0.0559,-0.172,0.09188644,-0.21,0.0618,742,725,6,6,123.7,120.8
MA,2508250,NANTUCKET,rla,0.0939,0.06103837,0.105,0.0486,-0.0196,0.06258206,-0.0186,0.0516,-0.114,0.08743916,-0.123,0.0504,741,722,6,6,123.5,120.3
MA,2508280,NARRAGANSETT,rla,0.0325,0.06027545,0.0419,0.0482,-0.0983,0.06228392,-0.0915,0.0513,-0.131,0.08669023,-0.133,0.0503,703,704,6,6,117.2,117.3
MA,2508280,NARRAGANSETT,mth,0.088,0.06632925,0.0822,0.0547,-0.219,0.06797359,-0.198,0.0583,-0.307,0.09491072,-0.28,0.0628,703,707,6,6,117.2,117.8
MA,2508310,NASHOBA,rla,0.824,0.05570159,0.795,0.0452,0.694,0.05724268,0.708,0.0479,-0.131,0.07987981,-0.0871,0.0488,1523,1441,6,6,253.8,240.2
MA,2508310,NASHOBA,mth,0.806,0.06113857,0.762,0.0512,0.494,0.06088798,0.524,0.0532,-0.312,0.08628724,-0.238,0.0599,1521,1444,6,6,253.5,240.7
MA,2508340,NATICK,mth,0.723,0.05921121,0.742,0.05,0.664,0.05960631,0.634,0.0522,-0.0586,0.08402282,-0.108,0.0591,2485,2490,6,6,414.2,415.0
MA,2508340,NATICK,rla,0.663,0.05328899,0.692,0.0436,0.708,0.05490882,0.668,0.0462,0.0451,0.07653397,-0.0233,0.048,2486,2487,6,6,414.3,414.5
MA,2508370,NEEDHAM,mth,0.876,0.05859323,0.905,0.0496,0.8,0.0595537,0.765,0.0521,-0.0757,0.08355449,-0.14,0.0589,2629,2586,6,6,438.2,431.0
MA,2508370,NEEDHAM,rla,0.947,0.05372616,0.929,0.0438,0.861,0.05477944,0.866,0.0462,-0.0862,0.0767579,-0.0626,0.0481,2626,2586,6,6,437.7,431.0
MA,2508430,NEW BEDFORD,mth,-0.141,0.06322934,-0.136,0.0526,-0.385,0.05717368,-0.374,0.0506,-0.244,0.08542538,-0.238,0.06,5433,5871,5,6,1086.6,978.5
MA,2508430,NEW BEDFORD,rla,-0.0998,0.05679844,-0.102,0.045,-0.285,0.05233593,-0.269,0.0449,-0.186,0.0774472,-0.166,0.048,5430,5876,5,6,1086.0,979.3
MA,2508580,NEWBURYPORT,mth,0.385,0.0633573,0.372,0.0527,0.148,0.06309642,0.157,0.0548,-0.238,0.08941894,-0.215,0.0609,1001,893,6,6,166.8,148.8
MA,2508580,NEWBURYPORT,rla,0.442,0.05700938,0.46,0.0462,0.422,0.06057666,0.394,0.0499,-0.0199,0.08313004,-0.0663,0.0496,1002,897,6,6,167.0,149.5
MA,2508610,NEWTON,mth,0.894,0.05700971,0.902,0.0485,0.776,0.05782607,0.758,0.0509,-0.118,0.08120804,-0.144,0.0581,5777,5381,6,6,962.8,896.8
MA,2508610,NEWTON,rla,0.801,0.05119978,0.808,0.0422,0.784,0.05252031,0.766,0.0446,-0.0176,0.07335719,-0.0412,0.0472,5782,5387,6,6,963.7,897.8
MA,2508700,NORTH ANDOVER,mth,0.579,0.05968983,0.594,0.0503,0.49,0.0599758,0.466,0.0525,-0.0897,0.08461384,-0.128,0.0594,2141,2090,6,6,356.8,348.3
MA,2508700,NORTH ANDOVER,rla,0.483,0.05363479,0.489,0.0438,0.421,0.05533484,0.411,0.0465,-0.0617,0.07706937,-0.0786,0.0482,2142,2092,6,6,357.0,348.7
MA,2508730,NORTH ATTLEBOROUGH,mth,0.405,0.05929885,0.419,0.05,0.279,0.05992556,0.262,0.0525,-0.127,0.08430347,-0.158,0.0593,2034,1855,6,6,339.0,309.2
MA,2508730,NORTH ATTLEBOROUGH,rla,0.449,0.05348751,0.455,0.0437,0.382,0.05518932,0.372,0.0464,-0.0671,0.07685394,-0.0827,0.0481,2033,1853,6,6,338.8,308.8
MA,2508790,NORTH MIDDLESEX,rla,0.451,0.05518694,0.43,0.0448,0.289,0.0565216,0.308,0.0474,-0.162,0.07900634,-0.122,0.0486,1468,1462,6,6,244.7,243.7
MA,2508790,NORTH MIDDLESEX,mth,0.381,0.06049486,0.357,0.0508,0.0736,0.06057037,0.0962,0.053,-0.308,0.08560073,-0.261,0.0597,1470,1456,6,6,245.0,242.7
MA,2508820,NORTH READING,mth,0.812,0.06237228,0.812,0.0522,0.697,0.06304359,0.681,0.0547,-0.115,0.08870575,-0.131,0.0608,1099,1068,6,6,183.2,178.0
MA,2508820,NORTH READING,rla,0.857,0.05794878,0.841,0.0466,0.78,0.05911661,0.778,0.0492,-0.077,0.08284748,-0.0633,0.0495,1103,1069,6,6,183.8,178.2
MA,2508850,NORTHAMPTON,mth,0.166,0.0636279,0.164,0.0529,-0.0704,0.06413969,-0.0647,0.0556,-0.237,0.09032699,-0.229,0.0613,1129,1056,6,6,188.2,176.0
MA,2508850,NORTHAMPTON,rla,0.312,0.05833354,0.323,0.0469,0.238,0.06005906,0.228,0.0498,-0.0743,0.08374169,-0.0947,0.0497,1131,1054,6,6,188.5,175.7
MA,2508880,NORTHBOROUGH,mth,0.661,0.06378292,0.669,0.053,0.534,0.0641491,0.516,0.0556,-0.127,0.09045588,-0.153,0.0613,1095,1046,6,6,182.5,174.3
MA,2508880,NORTHBOROUGH,rla,0.591,0.05689869,0.569,0.0459,0.457,0.05837627,0.468,0.0486,-0.134,0.08150034,-0.101,0.0492,1096,1044,6,6,182.7,174.0
MA,2508940,NORTHBRIDGE,mth,0.134,0.06326212,0.148,0.0528,-0.0574,0.0641432,-0.0648,0.0555,-0.191,0.09010632,-0.213,0.0613,1006,892,6,6,167.7,148.7
MA,2508940,NORTHBRIDGE,rla,0.219,0.0581013,0.195,0.0469,0.0153,0.06125123,0.0457,0.0504,-0.204,0.08445424,-0.15,0.0499,1007,897,6,6,167.8,149.5
MA,2509000,NORTON,mth,0.207,0.06179555,0.227,0.0517,0.0521,0.06260094,0.037,0.0544,-0.155,0.08796707,-0.19,0.0606,1126,1072,6,6,187.7,178.7
MA,2509000,NORTON,rla,0.303,0.05701222,0.288,0.046,0.136,0.05857548,0.156,0.0488,-0.168,0.08172694,-0.131,0.0492,1129,1081,6,6,188.2,180.2
MA,2509030,NORWELL,mth,0.755,0.06276459,0.756,0.0523,0.624,0.06356289,0.609,0.0552,-0.131,0.08930481,-0.147,0.061,1002,1000,6,6,167.0,166.7
MA,2509030,NORWELL,rla,0.791,0.05866571,0.764,0.0469,0.664,0.05892383,0.677,0.0492,-0.128,0.08316567,-0.0864,0.0495,1004,1001,6,6,167.3,166.8
MA,2509060,NORWOOD,rla,0.294,0.05546135,0.26,0.0451,0.0743,0.05752502,0.107,0.048,-0.219,0.07992218,-0.153,0.0489,1475,1521,6,6,245.8,253.5
MA,2509060,NORWOOD,mth,0.352,0.06168226,0.33,0.0516,0.11,0.06181372,0.126,0.0538,-0.242,0.08733654,-0.205,0.0602,1475,1523,6,6,245.8,253.8
MA,2509270,OXFORD,mth,-0.0308,0.06590877,0.0128,0.0542,-0.113,0.0639917,-0.146,0.0557,-0.0825,0.09184833,-0.159,0.0618,805,734,6,6,134.2,122.3
MA,2509270,OXFORD,rla,0.138,0.0591698,0.136,0.0476,-0.000139,0.062322,0.00709,0.0511,-0.138,0.08589115,-0.129,0.0502,809,733,6,6,134.8,122.2
MA,2509360,PEABODY,mth,0.108,0.05813757,0.12,0.0493,-0.102,0.05865995,-0.107,0.0515,-0.21,0.08259199,-0.226,0.0586,2810,2715,6,6,468.3,452.5
MA,2509360,PEABODY,rla,0.11,0.05227918,0.105,0.0429,-0.0488,0.05360431,-0.0359,0.0453,-0.159,0.07488568,-0.141,0.0476,2805,2716,6,6,467.5,452.7
MA,2509420,PEMBROKE,mth,0.549,0.06091847,0.561,0.0512,0.43,0.06218421,0.411,0.0541,-0.119,0.08704122,-0.15,0.0602,1320,1172,6,6,220.0,195.3
MA,2509420,PEMBROKE,rla,0.464,0.05551065,0.466,0.0451,0.401,0.05789071,0.386,0.0482,-0.0634,0.08016321,-0.0806,0.0489,1322,1169,6,6,220.3,194.8
MA,2509450,PENTUCKET,mth,0.262,0.06212354,0.325,0.052,0.291,0.06356456,0.23,0.0551,0.0295,0.08887698,-0.095,0.0608,1098,982,6,6,183.0,163.7
MA,2509450,PENTUCKET,rla,0.282,0.05637485,0.343,0.0457,0.373,0.05865426,0.312,0.0488,0.0909,0.08137422,-0.0311,0.0492,1101,984,6,6,183.5,164.0
MA,2509630,PITTSFIELD,mth,-0.201,0.05889019,-0.181,0.0499,-0.384,0.06055275,-0.394,0.0528,-0.184,0.08447435,-0.213,0.0593,2353,2115,6,6,392.2,352.5
MA,2509630,PITTSFIELD,rla,-0.104,0.05309454,-0.0657,0.0436,-0.135,0.05584352,-0.164,0.0468,-0.031,0.07707341,-0.0986,0.0482,2357,2112,6,6,392.8,352.0
MA,2509720,PLYMOUTH,mth,0.201,0.05745959,0.205,0.0488,0.0309,0.05804716,0.0249,0.0511,-0.17,0.08166922,-0.18,0.0583,3313,3039,6,6,552.2,506.5
MA,2509720,PLYMOUTH,rla,0.348,0.05240114,0.362,0.043,0.297,0.05404497,0.281,0.0456,-0.0511,0.07528484,-0.0811,0.0477,3321,3050,6,6,553.5,508.3
MA,2509870,QUINCY,rla,0.513,0.05229341,0.477,0.0429,0.307,0.05343038,0.339,0.0452,-0.206,0.07477252,-0.139,0.0476,4038,4194,6,6,673.0,699.0
MA,2509870,QUINCY,mth,0.417,0.05769281,0.397,0.049,0.137,0.05813926,0.155,0.0511,-0.28,0.08191281,-0.243,0.0583,4035,4191,6,6,672.5,698.5
MA,2509930,RANDOLPH,mth,-0.0772,0.06199725,-0.0613,0.052,-0.282,0.06360719,-0.287,0.0551,-0.205,0.08882925,-0.226,0.0608,1335,1241,6,6,222.5,206.8
MA,2509930,RANDOLPH,rla,-0.0573,0.05655911,-0.0183,0.0459,-0.0909,0.05958578,-0.119,0.0493,-0.0335,0.08218218,-0.1,0.0494,1335,1237,6,6,222.5,206.2
MA,2509990,READING,mth,0.624,0.05971713,0.635,0.0504,0.506,0.06055183,0.487,0.0529,-0.119,0.08505036,-0.148,0.0595,1940,1765,6,6,323.3,294.2
MA,2509990,READING,rla,0.659,0.05417471,0.678,0.0442,0.665,0.05588557,0.637,0.0469,0.00567,0.07785015,-0.0409,0.0484,1937,1765,6,6,322.8,294.2
MA,2510050,REVERE,mth,0.14,0.05801666,0.104,0.0491,-0.228,0.05811667,-0.192,0.0511,-0.367,0.08212147,-0.296,0.0584,3432,3278,6,6,572.0,546.3
MA,2510050,REVERE,rla,0.189,0.05255662,0.141,0.0431,-0.104,0.05342174,-0.0527,0.0453,-0.293,0.07495708,-0.194,0.0476,3437,3299,6,6,572.8,549.8
MA,2510170,ROCKLAND,mth,0.134,0.06365692,0.173,0.053,0.0653,0.06439972,0.03,0.0557,-0.0684,0.09055831,-0.143,0.0614,1076,1044,6,6,179.3,174.0
MA,2510170,ROCKLAND,rla,0.279,0.05857168,0.282,0.0472,0.174,0.06172643,0.173,0.0508,-0.105,0.08513613,-0.109,0.05,1074,1043,6,6,179.0,173.8
MA,2510380,SALEM,mth,-0.0978,0.06103149,-0.115,0.0512,-0.462,0.06121844,-0.432,0.0534,-0.364,0.08644687,-0.317,0.0599,1697,1693,6,6,282.8,282.2
MA,2510380,SALEM,rla,0.0495,0.05535387,0.00976,0.0451,-0.234,0.05782659,-0.184,0.0482,-0.284,0.08006721,-0.193,0.0489,1699,1705,6,6,283.2,284.2
MA,2510470,SANDWICH,rla,0.394,0.056614,0.418,0.046,0.371,0.06016097,0.348,0.0497,-0.023,0.08261965,-0.0702,0.0495,1248,1122,6,6,208.0,187.0
MA,2510470,SANDWICH,mth,0.341,0.06159555,0.378,0.0516,0.278,0.06305582,0.241,0.0547,-0.063,0.08814273,-0.137,0.0606,1250,1124,6,6,208.3,187.3
MA,2510500,SAUGUS,rla,0.217,0.05657739,0.209,0.0457,0.0744,0.05792158,0.0823,0.0484,-0.142,0.08097477,-0.127,0.0491,1218,1202,6,6,203.0,200.3
MA,2510500,SAUGUS,mth,0.215,0.06216178,0.204,0.0519,-0.0286,0.06196703,-0.0189,0.054,-0.243,0.08776855,-0.222,0.0604,1221,1204,6,6,203.5,200.7
MA,2510560,SCITUATE,mth,0.641,0.06120128,0.635,0.0513,0.5,0.06183242,0.493,0.0538,-0.141,0.08700516,-0.143,0.0601,1310,1232,6,6,218.3,205.3
MA,2510560,SCITUATE,rla,0.72,0.05591703,0.723,0.0454,0.69,0.05869369,0.671,0.0487,-0.0297,0.08106661,-0.052,0.0491,1312,1235,6,6,218.7,205.8
MA,2510590,SEEKONK,mth,0.468,0.06388101,0.49,0.053,0.382,0.06390434,0.355,0.0554,-0.0858,0.0903366,-0.135,0.0612,943,964,6,6,157.2,160.7
MA,2510590,SEEKONK,rla,0.531,0.05972871,0.536,0.0477,0.47,0.06108674,0.46,0.0506,-0.0602,0.08546627,-0.0765,0.05,939,964,6,6,156.5,160.7
MA,2510620,SHARON,mth,1.05,0.06300375,1.02,0.0525,0.848,0.06268883,0.854,0.0545,-0.199,0.0888912,-0.164,0.0608,1667,1656,6,6,277.8,276.0
MA,2510620,SHARON,rla,0.756,0.05498769,0.763,0.0447,0.746,0.05636966,0.722,0.0473,-0.00988,0.07874576,-0.0415,0.0486,1669,1660,6,6,278.2,276.7
MA,2510770,SHREWSBURY,mth,0.865,0.05929785,0.843,0.05,0.682,0.05984571,0.685,0.0524,-0.183,0.0842504,-0.158,0.0592,2865,2794,6,6,477.5,465.7
MA,2510770,SHREWSBURY,rla,0.811,0.05358619,0.796,0.0437,0.728,0.05457338,0.727,0.046,-0.083,0.07649117,-0.0689,0.048,2866,2791,6,6,477.7,465.2
MA,2510860,SOMERSET,mth,0.309,0.06132844,0.305,0.0514,0.0598,0.06186444,0.0669,0.0539,-0.249,0.08710691,-0.238,0.0602,1166,1152,6,6,194.3,192.0
MA,2510860,SOMERSET,rla,0.26,0.05620341,0.283,0.0455,0.22,0.05786394,0.199,0.0483,-0.0405,0.08065202,-0.0838,0.049,1167,1155,6,6,194.5,192.5
